Comm&Mgmt,Others,Sci&tech,Art,Commerce,Science,gender,ssc_b,hsc_p,degree_p,workex,etest_p,specialisation,mba_p,status,salary
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6260296540362438,0.46341463414634165,1.0,0.4583333333333335,0.0,0.5041229385307346,1.0,200000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.48105436573311366,0.3804878048780487,1.0,0.20833333333333348,0.0,0.42466266866566693,1.0,300000.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4942339373970346,0.3414634146341464,0.0,0.20833333333333348,0.0,0.6023238380809595,0.0,288655.4054054054
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4777594728171335,0.3414634146341464,0.0,0.375,1.0,0.48238380809595194,0.0,288655.4054054054
1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.4942339373970346,0.4878048780487805,1.0,0.010000000000000009,0.0,1.0,1.0,236000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.4612850082372322,0.3902439024390245,0.0,0.0,1.0,0.2057721139430284,1.0,265000.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6425041186161449,0.853658536585366,0.0,0.9375,0.0,0.6690404797601199,1.0,393000.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.3920922570016474,0.5421951219512198,0.0,0.11520833333333336,1.0,0.6596701649175412,1.0,360000.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.3789126853377265,0.3595121951219511,1.0,0.875,0.0,0.4651424287856072,1.0,300000.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7039024390243904,0.0,0.9875000000000003,0.0,0.8545727136431784,1.0,360000.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2899505766062602,0.004878048780488031,1.0,0.5416666666666667,0.0,0.5292353823088454,0.0,288655.4054054054
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6919275123558484,0.3902439024390245,1.0,0.9166666666666667,0.0,0.23763118440779607,1.0,240000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.4942339373970346,0.3902439024390245,0.0,0.375,1.0,0.2428785607196402,1.0,265000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6507413509060955,0.4268292682926831,1.0,0.4864583333333332,0.0,0.4850074962518742,1.0,350000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4942339373970346,0.19512195121951237,0.0,0.5625,0.0,0.0029985007496251548,0.0,288655.4054054054
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.601317957166392,0.5609756097560976,0.0,0.04166666666666674,1.0,0.2057721139430284,1.0,250000.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2635914332784184,0.36585365853658547,0.0,0.29166666666666674,1.0,0.2664917541229386,0.0,288655.4054054054
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7248764415156508,0.40000000000000013,0.0,0.01854166666666668,1.0,0.41229385307346345,1.0,278000.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4612850082372322,0.7560975609756098,1.0,0.7916666666666667,0.0,0.8084707646176912,1.0,260000.0
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2306425041186161,0.04878048780487809,0.0,0.38416666666666677,1.0,0.43328335832083953,0.0,288655.4054054054
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6754530477759473,0.5365853658536586,0.0,0.4375,1.0,0.43215892053973004,1.0,300000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.11532125205930799,0.17073170731707332,0.0,0.29166666666666674,0.0,0.008995502248875686,0.0,288655.4054054054
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6425041186161449,0.3804878048780487,0.0,0.16666666666666674,1.0,0.15967016491754116,1.0,320000.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3459637561779242,0.3902439024390245,0.0,0.07708333333333339,1.0,0.21176911544227872,1.0,240000.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5107084019769357,0.3414634146341464,0.0,0.8958333333333335,0.0,0.42541229385307355,1.0,411000.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.658978583196046,0.7317073170731707,0.0,0.20833333333333348,0.0,0.5813343328335829,1.0,287000.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4309719934102141,0.36585365853658547,1.0,0.3125,1.0,0.6952773613193406,0.0,288655.4054054054
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0329489291598023,0.36585365853658547,0.0,0.2708333333333335,0.0,0.0,0.0,288655.4054054054
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8237232289950576,0.4390243902439026,0.0,0.9375,1.0,0.43815592203898035,1.0,300000.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5930807248764414,0.7560975609756098,1.0,0.8125,0.0,0.6930284857571216,1.0,200000.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4448105436573311,0.5365853658536586,0.0,0.16666666666666674,1.0,0.5742128935532236,0.0,288655.4054054054
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5762767710049423,0.3804878048780487,0.0,0.375,1.0,0.7653673163418291,0.0,288655.4054054054
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3789126853377265,0.17073170731707332,1.0,0.5833333333333335,0.0,0.1251874062968512,1.0,204000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.41186161449752867,0.4390243902439026,0.0,0.29166666666666674,0.0,0.4216641679160418,1.0,250000.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.04878048780487809,0.0,0.3125,1.0,0.18365817091454284,0.0,288655.4054054054
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5963756177924218,0.4487804878048782,0.0,0.3125,1.0,0.4411544227886055,1.0,200000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3973640856672158,0.15121951219512209,0.0,0.35416666666666674,1.0,0.4287856071964016,0.0,288655.4054054054
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.14546952224052712,0.07317073170731714,0.0,0.4416666666666669,1.0,0.5352323838080957,0.0,288655.4054054054
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5436573311367381,0.5365853658536586,0.0,0.7708333333333335,1.0,0.7432533733133435,1.0,450000.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3789126853377265,0.46341463414634165,0.0,0.5833333333333335,1.0,0.537856071964018,1.0,216000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.487644151565074,0.36585365853658547,0.0,0.4375,1.0,0.05622188905547221,1.0,220000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5667215815485998,0.2780487804878049,0.0,0.375,0.0,0.5873313343328332,1.0,240000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6425041186161449,0.5853658536585367,0.0,0.625,0.0,0.4640179910044977,1.0,360000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.41186161449752867,0.4390243902439026,0.0,0.5,0.0,0.25412293853073464,1.0,268000.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.47084019769357477,0.5392682926829269,0.0,0.15833333333333344,0.0,0.2042728635682156,1.0,265000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5436573311367381,0.5365853658536586,1.0,0.20833333333333348,0.0,0.22601199400299832,1.0,260000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5996705107084019,0.41195121951219527,0.0,0.2416666666666667,0.0,0.42241379310344795,1.0,300000.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.44810543657331126,0.4243902439024392,0.0,0.1875,0.0,0.3178410794602695,1.0,240000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5436573311367381,0.3414634146341464,0.0,0.38541666666666674,1.0,0.31071964017991016,0.0,288655.4054054054
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5930807248764414,0.6097560975609757,0.0,0.22916666666666674,0.0,0.2837331334332833,1.0,240000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1647446457990115,0.17073170731707332,0.0,0.826875,1.0,0.22076461769115463,0.0,288655.4054054054
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6095551894563427,0.3902439024390245,0.0,0.3941666666666668,1.0,0.2717391304347827,1.0,275000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6836902800658977,0.41463414634146356,0.0,0.38979166666666654,0.0,0.36656671664167906,1.0,275000.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1647446457990115,0.5536585365853659,0.0,0.6041666666666667,1.0,0.3009745127436281,0.0,288655.4054054054
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5930807248764414,0.3902439024390245,1.0,0.41666666666666674,0.0,0.6319340329835081,1.0,275000.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.3953871499176276,0.29268292682926833,0.0,0.8125,0.0,0.5337331334332833,1.0,360000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5484349258649095,0.5121951219512195,0.0,0.9375,0.0,0.5895802098950522,1.0,240000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.4942339373970346,0.6829268292682928,0.0,0.9479166666666667,0.0,0.6491754122938529,1.0,240000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7714991762767709,0.5297560975609756,0.0,0.75,0.0,0.3200899550224885,1.0,218000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.457990115321252,0.4926829268292685,0.0,0.7139583333333333,0.0,0.5993253373313343,1.0,336000.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.41186161449752867,0.6707317073170733,0.0,0.5,1.0,0.5918290854572712,0.0,288655.4054054054
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5502471169686987,0.5348780487804881,0.0,0.22916666666666674,0.0,0.48950524737631174,1.0,230000.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.7084019769357495,0.36585365853658547,1.0,0.3958333333333335,0.0,0.2413793103448274,1.0,500000.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8879736408566721,0.35365853658536595,0.0,0.7508333333333335,0.0,0.307721139430285,1.0,270000.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.41186161449752867,0.3902439024390245,0.0,0.5208333333333335,1.0,0.628935532233883,0.0,288655.4054054054
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.41186161449752867,0.46341463414634165,1.0,0.35416666666666674,1.0,0.41754122938530713,1.0,240000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.42833607907743,0.41463414634146356,1.0,0.75,0.0,0.7117691154422787,1.0,300000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4942339373970346,0.5853658536585367,0.0,0.6666666666666667,0.0,0.34595202398800584,0.0,288655.4054054054
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.6919275123558484,0.4390243902439026,1.0,0.7083333333333335,0.0,0.5802098950524734,1.0,300000.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.42833607907743,0.4878048780487805,1.0,0.10416666666666674,0.0,0.404422788605697,1.0,300000.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8703459637561779,0.6634146341463416,1.0,0.5987499999999999,0.0,0.9359070464767618,1.0,400000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.42833607907743,0.3414634146341464,0.0,0.35416666666666674,0.0,0.21814092953523234,1.0,220000.0
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2306425041186161,0.24390243902439024,0.0,0.5208333333333335,1.0,0.29497751124437777,0.0,288655.4054054054
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.41186161449752867,0.5609756097560976,0.0,0.16666666666666674,1.0,0.4928785607196402,1.0,210000.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.6260296540362438,0.46341463414634165,1.0,0.25,1.0,0.41791604197901044,1.0,210000.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8731466227347611,0.7804878048780488,0.0,0.875,0.0,0.6304347826086958,1.0,300000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.329489291598023,0.019512195121951237,0.0,0.35416666666666674,1.0,0.4340329835082457,0.0,288655.4054054054
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5271828665568368,0.3902439024390245,0.0,0.4583333333333335,0.0,0.3095952023988007,1.0,230000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.41186161449752867,0.09756097560975618,0.0,0.4583333333333335,1.0,0.15742128935532218,0.0,288655.4054054054
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.41186161449752867,0.3414634146341464,0.0,0.08083333333333353,0.0,0.1409295352323836,1.0,260000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6754530477759473,0.36585365853658547,1.0,0.9470833333333333,0.0,0.41041979010494734,1.0,420000.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5436573311367381,0.6341463414634148,1.0,0.3333333333333335,0.0,0.49587706146926536,1.0,300000.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.42009884678747933,0.2682926829268293,0.0,0.9147916666666667,0.0,0.6679160419790104,0.0,288655.4054054054
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5930807248764414,0.36585365853658547,0.0,0.41666666666666674,0.0,0.2286356821589206,1.0,220000.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7413509060955519,0.3170731707317074,0.0,0.0,0.0,0.3095952023988007,0.0,288655.4054054054
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.329489291598023,0.19512195121951237,1.0,0.13312500000000016,1.0,0.5149925037481258,0.0,288655.4054054054
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5766062602965403,0.4390243902439026,0.0,0.5833333333333335,1.0,0.34595202398800584,1.0,380000.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3953871499176276,0.4390243902439026,1.0,0.15625,0.0,0.3785607196401801,1.0,300000.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6754530477759473,0.5609756097560976,1.0,0.7291666666666667,1.0,0.5479760119940029,1.0,240000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.42833607907743,0.36585365853658547,1.0,0.10416666666666674,1.0,0.2631184407796101,1.0,360000.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4448105436573311,0.19512195121951237,0.0,0.7291666666666667,1.0,0.15329835082458754,0.0,288655.4054054054
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.214168039538715,0.09756097560975618,0.0,0.4375,0.0,0.5427286356821588,0.0,288655.4054054054
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8731466227347611,0.8048780487804879,0.0,0.625,1.0,0.8362068965517238,1.0,200000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7413509060955519,0.46341463414634165,0.0,0.7083333333333335,0.0,0.26611694152923526,1.0,300000.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.42833607907743,0.36585365853658547,1.0,0.75,1.0,0.18290854572713666,0.0,288655.4054054054
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5436573311367381,0.5365853658536586,0.0,0.15000000000000013,1.0,0.13455772113943,1.0,250000.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.2800658978583196,0.2682926829268293,0.0,0.20833333333333348,1.0,0.35344827586206895,0.0,288655.4054054054
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.3953871499176276,0.2682926829268293,0.0,0.16666666666666674,1.0,0.10232383808095946,1.0,250000.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6919275123558484,0.41463414634146356,0.0,0.4614583333333335,0.0,0.4449025487256373,1.0,280000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5107084019769357,0.46341463414634165,0.0,0.07708333333333339,1.0,0.1424287856071964,1.0,250000.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.42833607907743,0.3902439024390245,0.0,0.8125,0.0,0.3482008995502248,1.0,216000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5897858319604612,0.4048780487804877,1.0,0.9583333333333335,0.0,0.7361319340329833,1.0,300000.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.6260296540362438,0.5609756097560976,0.0,0.625,0.0,0.5937031484257869,1.0,240000.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.7084019769357495,0.6829268292682928,1.0,0.9791666666666665,1.0,0.722263868065967,1.0,276000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5172981878088962,0.35609756097560963,1.0,0.6804166666666667,0.0,0.492128935532234,1.0,940000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.04942339373970339,0.2195121951219512,0.0,0.47916666666666674,1.0,0.2848575712143928,0.0,288655.4054054054
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4942339373970346,0.47804878048780486,1.0,0.11812500000000004,1.0,0.760119940029985,1.0,250000.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4909390444810542,0.47073170731707314,1.0,0.6333333333333335,0.0,0.7417541229385307,1.0,236000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.3624382207578253,0.5609756097560976,1.0,0.20833333333333348,1.0,0.2057721139430284,1.0,240000.0
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5601317957166392,0.3495121951219513,1.0,0.29166666666666674,1.0,0.376686656671664,1.0,250000.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5930807248764414,0.5609756097560976,0.0,0.5208333333333335,0.0,0.8290854572713644,1.0,350000.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.3953871499176276,0.6219512195121952,1.0,0.41666666666666674,0.0,0.6368065967016494,1.0,210000.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3789126853377265,0.46341463414634165,0.0,0.11458333333333348,1.0,0.26949025487256373,1.0,250000.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5996705107084019,0.6760975609756099,1.0,0.6500000000000001,1.0,0.938905547226387,1.0,400000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8682042833607908,0.3902439024390245,1.0,0.8333333333333335,0.0,0.6499250374812591,1.0,250000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4612850082372322,0.24390243902439024,0.0,0.7083333333333335,0.0,0.4850074962518742,0.0,288655.4054054054
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.329489291598023,0.29268292682926833,1.0,0.625,0.0,0.3586956521739131,1.0,360000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5107084019769357,0.3414634146341464,1.0,0.5083333333333335,1.0,0.08545727136431802,1.0,300000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4448105436573311,0.6585365853658538,1.0,0.3125,1.0,0.36619190404797575,1.0,250000.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9060955518945633,0.5365853658536586,1.0,0.9166666666666667,0.0,0.596701649175412,1.0,250000.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3130148270181219,0.46341463414634165,0.0,0.1166666666666667,1.0,0.5404797601199398,1.0,200000.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3624382207578253,0.3414634146341464,0.0,0.5833333333333335,0.0,0.38868065967016463,0.0,288655.4054054054
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.42833607907743,0.5365853658536586,0.0,0.125,1.0,0.34482758620689635,1.0,225000.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4448105436573311,0.5609756097560976,1.0,0.9583333333333335,0.0,0.7706146926536728,1.0,250000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5436573311367381,0.2195121951219512,1.0,0.16666666666666674,0.0,0.1206896551724137,1.0,220000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.457990115321252,0.47560975609756095,1.0,0.125,0.0,0.21476761619190388,1.0,265000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4448105436573311,0.24390243902439024,0.0,0.20833333333333348,1.0,0.4006746626686657,0.0,288655.4054054054
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.3789126853377265,0.5714634146341466,1.0,0.20833333333333348,0.0,0.3778110944527735,1.0,260000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.459472817133443,0.5041463414634149,0.0,0.8125,0.0,0.3440779610194902,1.0,300000.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.214168039538715,0.2682926829268293,0.0,0.20833333333333348,0.0,0.2739880059970017,0.0,288655.4054054054
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.4721581548599669,0.5182926829268293,0.0,0.4583333333333335,1.0,0.4505247376311843,1.0,400000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.42833607907743,0.3902439024390245,0.0,0.7291666666666667,1.0,0.14730134932533723,1.0,233000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6095551894563427,0.36585365853658547,0.0,0.6875,0.0,0.4149175412293853,1.0,300000.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8072487644151565,0.14634146341463428,0.0,0.14583333333333348,0.0,0.48238380809595194,1.0,240000.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3459637561779242,0.12195121951219523,1.0,0.296875,1.0,0.27473763118440786,0.0,288655.4054054054
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.35683690280065883,0.19512195121951237,1.0,0.125,0.0,0.3781859070464768,1.0,690000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4612850082372322,0.6097560975609757,0.0,0.6875,0.0,0.28710644677661135,1.0,270000.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.38714991762767703,0.8292682926829269,0.0,1.0,0.0,0.5262368815592202,1.0,240000.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.3624382207578253,0.36585365853658547,1.0,0.75,0.0,0.42241379310344795,1.0,340000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.42833607907743,0.24390243902439024,1.0,0.41666666666666674,0.0,0.07458770614692667,1.0,250000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6204283360790772,0.24146341463414633,1.0,0.12812500000000004,1.0,0.5539730134932532,0.0,288655.4054054054
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5337726523887973,0.36585365853658547,1.0,0.625,1.0,0.056596701649175296,1.0,255000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.42009884678747933,0.2658536585365854,0.0,0.9041666666666668,0.0,0.14317841079460258,1.0,300000.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.42833607907743,0.3414634146341464,0.0,0.20833333333333348,0.0,0.3995502248875562,0.0,288655.4054054054
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1976935749588138,0.19512195121951237,0.0,0.25,1.0,0.3515742128935533,0.0,288655.4054054054
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6095551894563427,0.36585365853658547,1.0,0.5208333333333335,1.0,0.790104947526237,1.0,300000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.2306425041186161,0.18292682926829285,0.0,0.15895833333333353,1.0,0.43140929535232386,0.0,288655.4054054054
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8336079077429981,0.6646341463414636,1.0,0.5250000000000001,0.0,0.5565967016491755,1.0,285000.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.4942339373970346,0.3414634146341464,0.0,0.5208333333333335,0.0,0.5715892053973008,1.0,500000.0
